Zip,Longitude,Latitude,MedianSalesPrice,QualifyingIncome,HousingAffordabilityIndex
10309,-74.219,40.532,500700,"$101,155.89",59.6465539095201
10310,-74.119,40.633,442200,"$89,337.19",67.5373802408338
10312,-74.175,40.545,498100,"$100,630.61",59.9578991015794
10314,-74.15100000000001,40.591,461100,"$93,155.54",64.7690946486591
10465,-73.825,40.827,436100,"$88,104.82",68.4820672838723
10466,-73.84100000000001,40.86,366000,"$73,942.59",81.5984413729418
10509,-73.725,41.416000000000004,289200,"$58,426.77",103.26773700725
10512,-73.778,41.43,343500,"$69,396.94",86.9433174454053
10541,-73.752,41.412,366300,"$74,003.20",81.5316121826282
10562,-73.828,41.11,501100,"$101,236.70",59.5989414138829
10573,-73.68,41.022,563000,"$113,742.29",53.0462336456425
10598,-73.79,41.287,433100,"$87,498.73",68.9564293292466
10918,-74.348,41.413999999999994,,$0.00,
10940,-74.34,41.39,,$0.00,
10950,-74.317,41.343,,$0.00,
10952,-74.085,41.119,698700,"$141,157.61",42.7437090918802
10956,-73.988,41.148999999999994,425400,"$85,943.11",70.2045828455494
10977,-74.047,41.11600000000001,472000,"$95,357.66",63.2733676747812
10990,-74.321,41.351000000000006,,$0.00,
11001,-73.707,40.72,546400,"$110,388.61",54.6578139503966
11003,-73.705,40.698,428400,"$86,549.19",69.712954114138
11010,-73.67399999999999,40.7,466200,"$94,185.89",64.0605524292079
11030,-73.602,40.755,1591200,"$321,468.44",18.7688722614987
11040,-73.683,40.729,671500,"$135,662.43",44.4750998399057
11050,-73.602,40.755,926100,"$187,098.99",32.2481692500774
11238,-73.964,40.681,938500,"$189,604.15",31.8220879515149
11412,-73.762,40.696,466500,"$94,246.50",64.0193559324688
11413,-73.756,40.665,460800,"$93,094.93",64.8112620279877
11429,-73.74,40.71,492200,"$99,438.64",60.6766142675675
11433,-73.78699999999999,40.696999999999996,459600,"$92,852.50",64.9804820332827
11434,-73.782,40.675,398700,"$80,548.93",74.9060184160941
11436,-73.801,40.675,431700,"$87,215.89",69.1800545343913
11510,-73.609,40.655,431800,"$87,236.09",69.1640332156015
11520,-73.585,40.650999999999996,371500,"$75,053.75",80.3903890780531
11530,-73.64,40.727,817600,"$165,178.85",36.52767801186
11550,-73.62100000000001,40.7,322900,"$65,235.14",92.4900264555488
11552,-73.653,40.69,474600,"$95,882.93",62.9267373419653
11553,-73.59100000000001,40.705999999999996,351600,"$71,033.37",84.9403570605708
11554,-73.559,40.721,484300,"$97,842.61",61.6663835277653
11561,-73.642,40.589,490200,"$99,034.58",60.9241728733103
11563,-73.673,40.658,509000,"$102,832.73",58.6739283742568
11566,-73.554,40.669000000000004,535900,"$108,267.30",55.7287358508989
11570,-73.639,40.667,624800,"$126,227.68",47.7993430577732
11572,-73.637,40.635,447400,"$90,387.74",66.7524129246686
11580,-73.69800000000001,40.676,433600,"$87,599.74",68.8769131515146
11581,-73.712,40.652,467500,"$94,448.53",63.8824161336828
11590,-73.572,40.745,429000,"$86,670.41",69.6154534790133
11598,-73.712,40.633,881200,"$178,027.89",33.8913181371955
11701,-73.41199999999999,40.686,,$0.00,
11703,-73.325,40.732,,$0.00,
11706,-73.243,40.705,,$0.00,
11710,-73.53699999999999,40.673,466800,"$94,307.11",63.9782123875251
11714,-73.495,40.728,439900,"$88,872.53",67.8904968004017
11717,-73.25,40.781,,$0.00,
11720,-72.637,40.922,,$0.00,
11722,-73.196,40.782,,$0.00,
11731,-73.315,40.857,,$0.00,
11735,-73.602,40.755,426200,"$86,104.73",70.0728051208276
11743,-73.41,40.868,,$0.00,
11753,-73.602,40.755,832400,"$168,168.88",35.8782190563392
11756,-73.516,40.723,424600,"$85,781.48",70.3368571420083
11758,-73.602,40.755,451700,"$91,256.47",66.1169571452219
